OrderDate,Year,Quarter,Month,Week,Day,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek,FiscalDay,OrderDate_SK
2007-11-26,2007,4,11,48,26,2008,3,8,60,26,1090
2007-11-27,2007,4,11,48,27,2008,3,8,60,27,1091
2007-11-28,2007,4,11,48,28,2008,3,8,60,28,1092
2007-11-29,2007,4,11,48,29,2008,3,8,60,29,1093
2007-11-30,2007,4,11,48,30,2008,3,8,60,30,1094
2007-12-01,2007,4,12,48,1,2008,3,9,60,1,1095
2007-12-02,2007,4,12,49,2,2008,3,9,61,2,1096
2007-12-03,2007,4,12,49,3,2008,3,9,61,3,1097
2007-12-04,2007,4,12,49,4,2008,3,9,61,4,1098
2007-12-05,2007,4,12,49,5,2008,3,9,61,5,1099
2007-12-06,2007,4,12,49,6,2008,3,9,61,6,1100
2007-12-07,2007,4,12,49,7,2008,3,9,61,7,1101
2007-12-08,2007,4,12,49,8,2008,3,9,61,8,1102
2007-12-09,2007,4,12,50,9,2008,3,9,62,9,1103
2007-12-10,2007,4,12,50,10,2008,3,9,62,10,1104
2007-12-11,2007,4,12,50,11,2008,3,9,62,11,1105
2007-12-12,2007,4,12,50,12,2008,3,9,62,12,1106
2007-12-13,2007,4,12,50,13,2008,3,9,62,13,1107
2007-12-14,2007,4,12,50,14,2008,3,9,62,14,1108
2007-12-15,2007,4,12,50,15,2008,3,9,62,15,1109
2007-12-16,2007,4,12,51,16,2008,3,9,63,16,1110
2007-12-17,2007,4,12,51,17,2008,3,9,63,17,1111
2007-12-18,2007,4,12,51,18,2008,3,9,63,18,1112
2007-12-19,2007,4,12,51,19,2008,3,9,63,19,1113
2007-12-20,2007,4,12,51,20,2008,3,9,63,20,1114
2007-12-21,2007,4,12,51,21,2008,3,9,63,21,1115
2007-12-22,2007,4,12,51,22,2008,3,9,63,22,1116
2007-12-23,2007,4,12,52,23,2008,3,9,64,23,1117
2007-12-24,2007,4,12,52,24,2008,3,9,64,24,1118
2007-12-25,2007,4,12,52,25,2008,3,9,64,25,1119
2007-12-26,2007,4,12,52,26,2008,3,9,64,26,1120
2007-12-27,2007,4,12,52,27,2008,3,9,64,27,1121
2007-12-28,2007,4,12,52,28,2008,3,9,64,28,1122
2007-12-29,2007,4,12,52,29,2008,3,9,64,29,1123
2007-12-30,2007,4,12,1,30,2008,3,9,41,30,1124
2007-12-31,2007,4,12,1,31,2008,3,9,41,31,1125
2008-01-01,2008,1,1,1,1,2008,4,10,41,1,1126
2008-01-02,2008,1,1,1,2,2008,4,10,41,2,1127
2008-01-03,2008,1,1,1,3,2008,4,10,41,3,1128
2008-01-04,2008,1,1,1,4,2008,4,10,41,4,1129
2008-01-05,2008,1,1,1,5,2008,4,10,41,5,1130
2008-01-06,2008,1,1,2,6,2008,4,10,42,6,1131
2008-01-07,2008,1,1,2,7,2008,4,10,42,7,1132
2008-01-08,2008,1,1,2,8,2008,4,10,42,8,1133
2008-01-09,2008,1,1,2,9,2008,4,10,42,9,1134
2008-01-10,2008,1,1,2,10,2008,4,10,42,10,1135
2008-01-11,2008,1,1,2,11,2008,4,10,42,11,1136
2008-01-12,2008,1,1,2,12,2008,4,10,42,12,1137
2008-01-13,2008,1,1,3,13,2008,4,10,43,13,1138
2008-01-14,2008,1,1,3,14,2008,4,10,43,14,1139
2008-01-15,2008,1,1,3,15,2008,4,10,43,15,1140
2008-01-16,2008,1,1,3,16,2008,4,10,43,16,1141
2008-01-17,2008,1,1,3,17,2008,4,10,43,17,1142
2008-01-18,2008,1,1,3,18,2008,4,10,43,18,1143
2008-01-19,2008,1,1,3,19,2008,4,10,43,19,1144
2008-01-20,2008,1,1,4,20,2008,4,10,44,20,1145
2008-01-21,2008,1,1,4,21,2008,4,10,44,21,1146
2008-01-22,2008,1,1,4,22,2008,4,10,44,22,1147
2008-01-23,2008,1,1,4,23,2008,4,10,44,23,1148
2008-01-24,2008,1,1,4,24,2008,4,10,44,24,1149
2008-01-25,2008,1,1,4,25,2008,4,10,44,25,1150
2008-01-26,2008,1,1,4,26,2008,4,10,44,26,1151
2008-01-27,2008,1,1,5,27,2008,4,10,45,27,1152
2008-01-28,2008,1,1,5,28,2008,4,10,45,28,1153
2008-01-29,2008,1,1,5,29,2008,4,10,45,29,1154
2008-01-30,2008,1,1,5,30,2008,4,10,45,30,1155
2008-01-31,2008,1,1,5,31,2008,4,10,45,31,1156
2008-02-01,2008,1,2,5,1,2008,4,11,45,1,1157
2008-02-02,2008,1,2,5,2,2008,4,11,45,2,1158
2008-02-03,2008,1,2,6,3,2008,4,11,46,3,1159
2008-02-04,2008,1,2,6,4,2008,4,11,46,4,1160
2008-02-05,2008,1,2,6,5,2008,4,11,46,5,1161
2008-02-06,2008,1,2,6,6,2008,4,11,46,6,1162
2008-02-07,2008,1,2,6,7,2008,4,11,46,7,1163
2008-02-08,2008,1,2,6,8,2008,4,11,46,8,1164
2008-02-09,2008,1,2,6,9,2008,4,11,46,9,1165
2008-02-10,2008,1,2,7,10,2008,4,11,47,10,1166
2008-02-11,2008,1,2,7,11,2008,4,11,47,11,1167
2008-02-12,2008,1,2,7,12,2008,4,11,47,12,1168
2008-02-13,2008,1,2,7,13,2008,4,11,47,13,1169
2008-02-14,2008,1,2,7,14,2008,4,11,47,14,1170
2008-02-15,2008,1,2,7,15,2008,4,11,47,15,1171
2008-02-16,2008,1,2,7,16,2008,4,11,47,16,1172
2008-02-17,2008,1,2,8,17,2008,4,11,48,17,1173
2008-02-18,2008,1,2,8,18,2008,4,11,48,18,1174
2008-02-19,2008,1,2,8,19,2008,4,11,48,19,1175
2008-02-20,2008,1,2,8,20,2008,4,11,48,20,1176
2008-02-21,2008,1,2,8,21,2008,4,11,48,21,1177
2008-02-22,2008,1,2,8,22,2008,4,11,48,22,1178
2008-02-23,2008,1,2,8,23,2008,4,11,48,23,1179
2008-02-24,2008,1,2,9,24,2008,4,11,49,24,1180
2008-02-25,2008,1,2,9,25,2008,4,11,49,25,1181
2008-02-26,2008,1,2,9,26,2008,4,11,49,26,1182
2008-02-27,2008,1,2,9,27,2008,4,11,49,27,1183
2008-02-28,2008,1,2,9,28,2008,4,11,49,28,1184
2008-02-29,2008,1,2,9,29,2008,4,11,49,29,1185
2008-03-01,2008,1,3,9,1,2008,4,12,49,1,1186
2008-03-02,2008,1,3,10,2,2008,4,12,50,2,1187
2008-03-03,2008,1,3,10,3,2008,4,12,50,3,1188
2008-03-04,2008,1,3,10,4,2008,4,12,50,4,1189
2008-03-05,2008,1,3,10,5,2008,4,12,50,5,1190
2008-03-06,2008,1,3,10,6,2008,4,12,50,6,1191
2008-03-07,2008,1,3,10,7,2008,4,12,50,7,1192
2008-03-08,2008,1,3,10,8,2008,4,12,50,8,1193
2008-03-09,2008,1,3,11,9,2008,4,12,51,9,1194
2008-03-10,2008,1,3,11,10,2008,4,12,51,10,1195
2008-03-11,2008,1,3,11,11,2008,4,12,51,11,1196
2008-03-12,2008,1,3,11,12,2008,4,12,51,12,1197
2008-03-13,2008,1,3,11,13,2008,4,12,51,13,1198
2008-03-14,2008,1,3,11,14,2008,4,12,51,14,1199
2008-03-15,2008,1,3,11,15,2008,4,12,51,15,1200
2008-03-16,2008,1,3,12,16,2008,4,12,24,16,1201
2008-03-17,2008,1,3,12,17,2008,4,12,24,17,1202
2008-03-18,2008,1,3,12,18,2008,4,12,24,18,1203
2008-03-19,2008,1,3,12,19,2008,4,12,24,19,1204
2008-03-20,2008,1,3,12,20,2008,4,12,24,20,1205
2008-03-21,2008,1,3,12,21,2008,4,12,24,21,1206
2008-03-22,2008,1,3,12,22,2008,4,12,24,22,1207
2008-03-23,2008,1,3,13,23,2008,4,12,25,23,1208
2008-03-24,2008,1,3,13,24,2008,4,12,25,24,1209
2008-03-25,2008,1,3,13,25,2008,4,12,25,25,1210
2008-03-26,2008,1,3,13,26,2008,4,12,25,26,1211
2008-03-27,2008,1,3,13,27,2008,4,12,25,27,1212
2008-03-28,2008,1,3,13,28,2008,4,12,25,28,1213
2008-03-29,2008,1,3,13,29,2008,4,12,25,29,1214
2008-03-30,2008,1,3,14,30,2008,4,12,26,30,1215
2008-03-31,2008,1,3,14,31,2008,4,12,26,31,1216
2008-04-01,2008,2,4,14,1,2009,1,1,26,1,1217
2008-04-02,2008,2,4,14,2,2009,1,1,26,2,1218
2008-04-03,2008,2,4,14,3,2009,1,1,26,3,1219
2008-04-04,2008,2,4,14,4,2009,1,1,26,4,1220
2008-04-05,2008,2,4,14,5,2009,1,1,26,5,1221
2008-04-06,2008,2,4,15,6,2009,1,1,27,6,1222
2008-04-07,2008,2,4,15,7,2009,1,1,27,7,1223
2008-04-08,2008,2,4,15,8,2009,1,1,27,8,1224
2008-04-09,2008,2,4,15,9,2009,1,1,27,9,1225
2008-04-10,2008,2,4,15,10,2009,1,1,27,10,1226
2008-04-11,2008,2,4,15,11,2009,1,1,27,11,1227
2008-04-12,2008,2,4,15,12,2009,1,1,27,12,1228
2008-04-13,2008,2,4,16,13,2009,1,1,28,13,1229
2008-04-14,2008,2,4,16,14,2009,1,1,28,14,1230
2008-04-15,2008,2,4,16,15,2009,1,1,28,15,1231
2008-04-16,2008,2,4,16,16,2009,1,1,28,16,1232
2008-04-17,2008,2,4,16,17,2009,1,1,28,17,1233
2008-04-18,2008,2,4,16,18,2009,1,1,28,18,1234
2008-04-19,2008,2,4,16,19,2009,1,1,28,19,1235
2008-04-20,2008,2,4,17,20,2009,1,1,29,20,1236
2008-04-21,2008,2,4,17,21,2009,1,1,29,21,1237
2008-04-22,2008,2,4,17,22,2009,1,1,29,22,1238
2008-04-23,2008,2,4,17,23,2009,1,1,29,23,1239
2008-04-24,2008,2,4,17,24,2009,1,1,29,24,1240
2008-04-25,2008,2,4,17,25,2009,1,1,29,25,1241
2008-04-26,2008,2,4,17,26,2009,1,1,29,26,1242
2008-04-27,2008,2,4,18,27,2009,1,1,30,27,1243
2008-04-28,2008,2,4,18,28,2009,1,1,30,28,1244
2008-04-29,2008,2,4,18,29,2009,1,1,30,29,1245
2008-04-30,2008,2,4,18,30,2009,1,1,30,30,1246
2008-05-01,2008,2,5,18,1,2009,1,2,30,1,1247
2008-05-02,2008,2,5,18,2,2009,1,2,30,2,1248
2008-05-03,2008,2,5,18,3,2009,1,2,30,3,1249
2008-05-04,2008,2,5,19,4,2009,1,2,31,4,1250
2008-05-05,2008,2,5,19,5,2009,1,2,31,5,1251
2008-05-06,2008,2,5,19,6,2009,1,2,31,6,1252
2008-05-07,2008,2,5,19,7,2009,1,2,31,7,1253
2008-05-08,2008,2,5,19,8,2009,1,2,31,8,1254
2008-05-09,2008,2,5,19,9,2009,1,2,31,9,1255
2008-05-10,2008,2,5,19,10,2009,1,2,31,10,1256
2008-05-11,2008,2,5,20,11,2009,1,2,32,11,1257
2008-05-12,2008,2,5,20,12,2009,1,2,32,12,1258
2008-05-13,2008,2,5,20,13,2009,1,2,32,13,1259
2008-05-14,2008,2,5,20,14,2009,1,2,32,14,1260
2008-05-15,2008,2,5,20,15,2009,1,2,32,15,1261
2008-05-16,2008,2,5,20,16,2009,1,2,32,16,1262
2008-05-17,2008,2,5,20,17,2009,1,2,32,17,1263
2008-05-18,2008,2,5,21,18,2009,1,2,33,18,1264
2008-05-19,2008,2,5,21,19,2009,1,2,33,19,1265
2008-05-20,2008,2,5,21,20,2009,1,2,33,20,1266
2008-05-21,2008,2,5,21,21,2009,1,2,33,21,1267
2008-05-22,2008,2,5,21,22,2009,1,2,33,22,1268
2008-05-23,2008,2,5,21,23,2009,1,2,33,23,1269
2008-05-24,2008,2,5,21,24,2009,1,2,33,24,1270
2008-05-25,2008,2,5,22,25,2009,1,2,34,25,1271
2008-05-26,2008,2,5,22,26,2009,1,2,34,26,1272
2008-05-27,2008,2,5,22,27,2009,1,2,34,27,1273
2008-05-28,2008,2,5,22,28,2009,1,2,34,28,1274
2008-05-29,2008,2,5,22,29,2009,1,2,34,29,1275
2008-05-30,2008,2,5,22,30,2009,1,2,34,30,1276
2008-05-31,2008,2,5,22,31,2009,1,2,34,31,1277
2008-06-01,2008,2,6,23,1,2009,1,3,35,1,1278
2008-06-02,2008,2,6,23,2,2009,1,3,35,2,1279
2008-06-03,2008,2,6,23,3,2009,1,3,35,3,1280
2008-06-04,2008,2,6,23,4,2009,1,3,35,4,1281
2008-06-05,2008,2,6,23,5,2009,1,3,35,5,1282
2008-06-06,2008,2,6,23,6,2009,1,3,35,6,1283
2008-06-07,2008,2,6,23,7,2009,1,3,35,7,1284
2008-06-08,2008,2,6,24,8,2009,1,3,36,8,1285
2008-06-09,2008,2,6,24,9,2009,1,3,36,9,1286
2008-06-10,2008,2,6,24,10,2009,1,3,36,10,1287
2008-06-11,2008,2,6,24,11,2009,1,3,36,11,1288
2008-06-12,2008,2,6,24,12,2009,1,3,36,12,1289
2008-06-13,2008,2,6,24,13,2009,1,3,36,13,1290
2008-06-14,2008,2,6,24,14,2009,1,3,36,14,1291
2008-06-15,2008,2,6,25,15,2009,1,3,37,15,1292
2008-06-16,2008,2,6,25,16,2009,1,3,37,16,1293
2008-06-17,2008,2,6,25,17,2009,1,3,37,17,1294
2008-06-18,2008,2,6,25,18,2009,1,3,37,18,1295
2008-06-19,2008,2,6,25,19,2009,1,3,37,19,1296
2008-06-20,2008,2,6,25,20,2009,1,3,37,20,1297
2008-06-21,2008,2,6,25,21,2009,1,3,37,21,1298
2008-06-22,2008,2,6,26,22,2009,1,3,38,22,1299
2008-06-23,2008,2,6,26,23,2009,1,3,38,23,1300
2008-06-24,2008,2,6,26,24,2009,1,3,38,24,1301
2008-06-25,2008,2,6,26,25,2009,1,3,38,25,1302
2008-06-26,2008,2,6,26,26,2009,1,3,38,26,1303
2008-06-27,2008,2,6,26,27,2009,1,3,38,27,1304
2008-06-28,2008,2,6,26,28,2009,1,3,38,28,1305
2008-06-29,2008,2,6,27,29,2009,1,3,39,29,1306
2008-06-30,2008,2,6,27,30,2009,1,3,39,30,1307
2008-07-01,2008,3,7,27,1,2009,2,4,39,1,1308
2008-07-02,2008,3,7,27,2,2009,2,4,39,2,1309
2008-07-03,2008,3,7,27,3,2009,2,4,39,3,1310
2008-07-04,2008,3,7,27,4,2009,2,4,39,4,1311
2008-07-05,2008,3,7,27,5,2009,2,4,39,5,1312
2008-07-06,2008,3,7,28,6,2009,2,4,40,6,1313
2008-07-07,2008,3,7,28,7,2009,2,4,40,7,1314
2008-07-08,2008,3,7,28,8,2009,2,4,40,8,1315
2008-07-09,2008,3,7,28,9,2009,2,4,40,9,1316
2008-07-10,2008,3,7,28,10,2009,2,4,40,10,1317
2008-07-11,2008,3,7,28,11,2009,2,4,40,11,1318
2008-07-12,2008,3,7,28,12,2009,2,4,40,12,1319
2008-07-13,2008,3,7,29,13,2009,2,4,41,13,1320
2008-07-14,2008,3,7,29,14,2009,2,4,41,14,1321
2008-07-15,2008,3,7,29,15,2009,2,4,41,15,1322
2008-07-16,2008,3,7,29,16,2009,2,4,41,16,1323
2008-07-17,2008,3,7,29,17,2009,2,4,41,17,1324
2008-07-18,2008,3,7,29,18,2009,2,4,41,18,1325
2008-07-19,2008,3,7,29,19,2009,2,4,41,19,1326
2008-07-20,2008,3,7,30,20,2009,2,4,42,20,1327
2008-07-21,2008,3,7,30,21,2009,2,4,42,21,1328
2008-07-22,2008,3,7,30,22,2009,2,4,42,22,1329
2008-07-23,2008,3,7,30,23,2009,2,4,42,23,1330
2008-07-24,2008,3,7,30,24,2009,2,4,42,24,1331
2008-07-25,2008,3,7,30,25,2009,2,4,42,25,1332
2008-07-26,2008,3,7,30,26,2009,2,4,42,26,1333
2008-07-27,2008,3,7,31,27,2009,2,4,43,27,1334
2008-07-28,2008,3,7,31,28,2009,2,4,43,28,1335
2008-07-29,2008,3,7,31,29,2009,2,4,43,29,1336
2008-07-30,2008,3,7,31,30,2009,2,4,43,30,1337
2008-07-31,2008,3,7,31,31,2009,2,4,43,31,1338
2008-08-01,2008,3,8,31,1,2009,2,5,43,1,1339
2008-08-02,2008,3,8,31,2,2009,2,5,43,2,1340
2008-08-03,2008,3,8,32,3,2009,2,5,44,3,1341
2008-08-04,2008,3,8,32,4,2009,2,5,44,4,1342
2008-08-05,2008,3,8,32,5,2009,2,5,44,5,1343
2008-08-06,2008,3,8,32,6,2009,2,5,44,6,1344
2008-08-07,2008,3,8,32,7,2009,2,5,44,7,1345
2008-08-08,2008,3,8,32,8,2009,2,5,44,8,1346
2008-08-09,2008,3,8,32,9,2009,2,5,44,9,1347
2008-08-10,2008,3,8,33,10,2009,2,5,45,10,1348
2008-08-11,2008,3,8,33,11,2009,2,5,45,11,1349
2008-08-12,2008,3,8,33,12,2009,2,5,45,12,1350
2008-08-13,2008,3,8,33,13,2009,2,5,45,13,1351
2008-08-14,2008,3,8,33,14,2009,2,5,45,14,1352
2008-08-15,2008,3,8,33,15,2009,2,5,45,15,1353
2008-08-16,2008,3,8,33,16,2009,2,5,45,16,1354
2008-08-17,2008,3,8,34,17,2009,2,5,46,17,1355
2008-08-18,2008,3,8,34,18,2009,2,5,46,18,1356
2008-08-19,2008,3,8,34,19,2009,2,5,46,19,1357
2008-08-20,2008,3,8,34,20,2009,2,5,46,20,1358
2008-08-21,2008,3,8,34,21,2009,2,5,46,21,1359
2008-08-22,2008,3,8,34,22,2009,2,5,46,22,1360
2008-08-23,2008,3,8,34,23,2009,2,5,46,23,1361
2008-08-24,2008,3,8,35,24,2009,2,5,47,24,1362
2008-08-25,2008,3,8,35,25,2009,2,5,47,25,1363
2008-08-26,2008,3,8,35,26,2009,2,5,47,26,1364
2008-08-27,2008,3,8,35,27,2009,2,5,47,27,1365
2008-08-28,2008,3,8,35,28,2009,2,5,47,28,1366
2008-08-29,2008,3,8,35,29,2009,2,5,47,29,1367
2008-08-30,2008,3,8,35,30,2009,2,5,47,30,1368
2008-08-31,2008,3,8,36,31,2009,2,5,48,31,1369
2008-09-01,2008,3,9,36,1,2009,2,6,48,1,1370
2008-09-02,2008,3,9,36,2,2009,2,6,48,2,1371
2008-09-03,2008,3,9,36,3,2009,2,6,48,3,1372
2008-09-04,2008,3,9,36,4,2009,2,6,48,4,1373
2008-09-05,2008,3,9,36,5,2009,2,6,48,5,1374
2008-09-06,2008,3,9,36,6,2009,2,6,48,6,1375
2008-09-07,2008,3,9,37,7,2009,2,6,49,7,1376
2008-09-08,2008,3,9,37,8,2009,2,6,49,8,1377
2008-09-09,2008,3,9,37,9,2009,2,6,49,9,1378
2008-09-10,2008,3,9,37,10,2009,2,6,49,10,1379
2008-09-11,2008,3,9,37,11,2009,2,6,49,11,1380
2008-09-12,2008,3,9,37,12,2009,2,6,49,12,1381
2008-09-13,2008,3,9,37,13,2009,2,6,49,13,1382
2008-09-14,2008,3,9,38,14,2009,2,6,50,14,1383
2008-09-15,2008,3,9,38,15,2009,2,6,50,15,1384
2008-09-16,2008,3,9,38,16,2009,2,6,50,16,1385
2008-09-17,2008,3,9,38,17,2009,2,6,50,17,1386
2008-09-18,2008,3,9,38,18,2009,2,6,50,18,1387
2008-09-19,2008,3,9,38,19,2009,2,6,50,19,1388
2008-09-20,2008,3,9,38,20,2009,2,6,50,20,1389
2008-09-21,2008,3,9,39,21,2009,2,6,51,21,1390
2008-09-22,2008,3,9,39,22,2009,2,6,51,22,1391
2008-09-23,2008,3,9,39,23,2009,2,6,51,23,1392
2008-09-24,2008,3,9,39,24,2009,2,6,51,24,1393
2008-09-25,2008,3,9,39,25,2009,2,6,51,25,1394
2008-09-26,2008,3,9,39,26,2009,2,6,51,26,1395
2008-09-27,2008,3,9,39,27,2009,2,6,51,27,1396
2008-09-28,2008,3,9,40,28,2009,2,6,52,28,1397
2008-09-29,2008,3,9,40,29,2009,2,6,52,29,1398
2008-09-30,2008,3,9,40,30,2009,2,6,52,30,1399
2008-10-01,2008,4,10,40,1,2009,3,7,52,1,1400
2008-10-02,2008,4,10,40,2,2009,3,7,52,2,1401
2008-10-03,2008,4,10,40,3,2009,3,7,52,3,1402
2008-10-04,2008,4,10,40,4,2009,3,7,52,4,1403
2008-10-05,2008,4,10,41,5,2009,3,7,53,5,1404
2008-10-06,2008,4,10,41,6,2009,3,7,53,6,1405
2008-10-07,2008,4,10,41,7,2009,3,7,53,7,1406
2008-10-08,2008,4,10,41,8,2009,3,7,53,8,1407
2008-10-09,2008,4,10,41,9,2009,3,7,53,9,1408
2008-10-10,2008,4,10,41,10,2009,3,7,53,10,1409
2008-10-11,2008,4,10,41,11,2009,3,7,53,11,1410
2008-10-12,2008,4,10,42,12,2009,3,7,54,12,1411
2008-10-13,2008,4,10,42,13,2009,3,7,54,13,1412
2008-10-14,2008,4,10,42,14,2009,3,7,54,14,1413
2008-10-15,2008,4,10,42,15,2009,3,7,54,15,1414
2008-10-16,2008,4,10,42,16,2009,3,7,54,16,1415
2008-10-17,2008,4,10,42,17,2009,3,7,54,17,1416
2008-10-18,2008,4,10,42,18,2009,3,7,54,18,1417
2008-10-19,2008,4,10,43,19,2009,3,7,55,19,1418
2008-10-20,2008,4,10,43,20,2009,3,7,55,20,1419
2008-10-21,2008,4,10,43,21,2009,3,7,55,21,1420
2008-10-22,2008,4,10,43,22,2009,3,7,55,22,1421
2008-10-23,2008,4,10,43,23,2009,3,7,55,23,1422
2008-10-24,2008,4,10,43,24,2009,3,7,55,24,1423
2008-10-25,2008,4,10,43,25,2009,3,7,55,25,1424
2008-10-26,2008,4,10,44,26,2009,3,7,56,26,1425
2008-10-27,2008,4,10,44,27,2009,3,7,56,27,1426
2008-10-28,2008,4,10,44,28,2009,3,7,56,28,1427
2008-10-29,2008,4,10,44,29,2009,3,7,56,29,1428
2008-10-30,2008,4,10,44,30,2009,3,7,56,30,1429
2008-10-31,2008,4,10,44,31,2009,3,7,56,31,1430
2008-11-01,2008,4,11,44,1,2009,3,8,56,1,1431
2008-11-02,2008,4,11,45,2,2009,3,8,57,2,1432
2008-11-03,2008,4,11,45,3,2009,3,8,57,3,1433
2008-11-04,2008,4,11,45,4,2009,3,8,57,4,1434
2008-11-05,2008,4,11,45,5,2009,3,8,57,5,1435
2008-11-06,2008,4,11,45,6,2009,3,8,57,6,1436
2008-11-07,2008,4,11,45,7,2009,3,8,57,7,1437
2008-11-08,2008,4,11,45,8,2009,3,8,57,8,1438
2008-11-09,2008,4,11,46,9,2009,3,8,58,9,1439
2008-11-10,2008,4,11,46,10,2009,3,8,58,10,1440
2008-11-11,2008,4,11,46,11,2009,3,8,58,11,1441
2008-11-12,2008,4,11,46,12,2009,3,8,58,12,1442
2008-11-13,2008,4,11,46,13,2009,3,8,58,13,1443
2008-11-14,2008,4,11,46,14,2009,3,8,58,14,1444
2008-11-15,2008,4,11,46,15,2009,3,8,58,15,1445
